"link","course_id","course_name","term","time1"
"http://www.jhsph.edu/courses/course/22053/2015/182.850.01/special-studies-environmental-health-engineering-msph-essay","182.850.01","SPECIAL STUDIES ENVIRONMENTAL HEALTH ENGINEERING MSPH ESSAY","4th",NA
"http://www.jhsph.edu/courses/course/22054/2015/182.860.81/special-studies-seminar-in-occupational-and-environmental-hygiene","182.860.81","SPECIAL STUDIES SEMINAR IN OCCUPATIONAL AND ENVIRONMENTAL HYGIENE","4th",NA
"http://www.jhsph.edu/courses/course/21993/2015/183.631.81/fundamentals-of-human-physiology","183.631.81","FUNDAMENTALS OF HUMAN PHYSIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21785/2015/183.642.01/the-cardiopulmonary-system-under-stress","183.642.01","THE CARDIOPULMONARY SYSTEM UNDER STRESS","4th","Friday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21928/2015/183.643.01/essentials-of-pulmonary-function-measurements","183.643.01","ESSENTIALS OF PULMONARY FUNCTION MEASUREMENTS","4th",NA
"http://www.jhsph.edu/courses/course/21894/2015/183.820.01/thesis-research-physiology","183.820.01","THESIS RESEARCH PHYSIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21934/2015/183.830.01/postdoctoral-research-physiology","183.830.01","POSTDOCTORAL RESEARCH PHYSIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21910/2015/183.840.01/special-studies-and-research-physiology","183.840.01","SPECIAL STUDIES AND RESEARCH PHYSIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/22130/2015/185.621.60/methods-in-the-exposure-sciences","185.621.60","METHODS IN THE EXPOSURE SCIENCES","4th","Tuesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22178/2015/185.801.01/exposure-sciences-environmental-epi-journal-club","185.801.01","EXPOSURE SCIENCES & ENVIRONMENTAL EPI JOURNAL CLUB","4th",NA
"http://www.jhsph.edu/courses/course/22131/2015/185.921.01/quantitative-methods-in-the-exposure-sciences-laboratory","185.921.01","QUANTITATIVE METHODS IN THE EXPOSURE SCIENCES LABORATORY","4th","Thursday,  3:30-6:20pm"
"http://www.jhsph.edu/courses/course/22128/2015/186.805.01/toxicology-physiology-molecular-mechanisms-journal-club-seminar","186.805.01","TOXICOLOGY, PHYSIOLOGY & MOLECULAR MECHANISMS JOURNAL CLUB & SEMINAR","4th","Monday,  4:00-5:00pm"
"http://www.jhsph.edu/courses/course/21853/2015/187.620.01/environmental-toxicological-pathology","187.620.01","ENVIRONMENTAL TOXICOLOGICAL PATHOLOGY","4th","Friday,  4:00-5:50pm"
"http://www.jhsph.edu/courses/course/22048/2015/187.621.01/public-health-toxicology-advanced-topics","187.621.01","PUBLIC HEALTH TOXICOLOGY:  ADVANCED TOPICS","4th","Monday,  4:00-5:20pm"
"http://www.jhsph.edu/courses/course/22140/2015/187.625.81/animals-in-research-law-policy-and-humane-sciences","187.625.81","ANIMALS IN RESEARCH: LAW, POLICY, AND HUMANE SCIENCES","4th",NA
"http://www.jhsph.edu/courses/course/21792/2015/187.630.01/xenobiotic-metabolism-and-biomarker-development","187.630.01","XENOBIOTIC METABOLISM AND BIOMARKER DEVELOPMENT","4th","TuTh,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21806/2015/187.641.01/immunology-of-environmental-disease","187.641.01","IMMUNOLOGY OF ENVIRONMENTAL DISEASE","4th","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21675/2015/187.650.81/alternative-methods-in-animal-testing","187.650.81","ALTERNATIVE METHODS IN ANIMAL TESTING","4th",NA
"http://www.jhsph.edu/courses/course/21773/2015/187.655.01/evidence-based-toxicology","187.655.01","EVIDENCE-BASED TOXICOLOGY","4th","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21859/2015/187.820.01/thesis-research-toxicological-sciences","187.820.01","THESIS RESEARCH TOXICOLOGICAL SCIENCES","4th",NA
"http://www.jhsph.edu/courses/course/21866/2015/187.830.01/postdoctoral-research-toxicological-sciences","187.830.01","POSTDOCTORAL RESEARCH TOXICOLOGICAL SCIENCES","4th",NA
"http://www.jhsph.edu/courses/course/21883/2015/187.840.01/special-studies-and-research-toxicological-sciences","187.840.01","SPECIAL STUDIES AND RESEARCH TOXICOLOGICAL SCIENCES","4th",NA
"http://www.jhsph.edu/courses/course/21832/2015/188.681.01/occupational-health","188.681.01","OCCUPATIONAL HEALTH","4th","Monday,  8:30-11:50am"
"http://www.jhsph.edu/courses/course/22033/2015/188.682.01/buildings-land-use-transportation-and-public-health","188.682.01","BUILDINGS, LAND USE, TRANSPORTATION, AND PUBLIC HEALTH","4th","Friday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22108/2015/188.688.01/global-sustainability-health-seminar","188.688.01","GLOBAL SUSTAINABILITY & HEALTH SEMINAR","4th","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21825/2015/188.810.01/field-placement-occupational-and-environmental-health","188.810.01","FIELD PLACEMENT OCCUPATIONAL AND ENVIRONMENTAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/21876/2015/188.820.01/thesis-research-occupational-and-environmental-health","188.820.01","THESIS RESEARCH OCCUPATIONAL AND ENVIRONMENTAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/21819/2015/188.830.01/postdoctoral-research-occupational-and-environmental-health","188.830.01","POSTDOCTORAL RESEARCH OCCUPATIONAL AND ENVIRONMENTAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/21899/2015/188.840.01/special-studies-and-research-occupational-and-environmental-health","188.840.01","SPECIAL STUDIES AND RESEARCH OCCUPATIONAL AND ENVIRONMENTAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/21986/2015/188.860.01/tutorial-in-tissue-injury-inflammation-and-repair","188.860.01","TUTORIAL IN TISSUE INJURY, INFLAMMATION, AND REPAIR","4th","Thursday,  5:30-7:30pm"
"http://www.jhsph.edu/courses/course/20702/2015/180.601.01/environmental-health","180.601.01","ENVIRONMENTAL HEALTH","Summer","MWF,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20660/2015/180.800.01/mph-capstone-environmental-health-sciences","180.800.01","MPH CAPSTONE ENVIRONMENTAL HEALTH SCIENCES","Summer",NA
"http://www.jhsph.edu/courses/course/20693/2015/180.860.01/special-studies-mhs-essay","180.860.01","SPECIAL STUDIES MHS ESSAY","Summer",NA
"http://www.jhsph.edu/courses/course/20707/2015/182.850.01/special-studies-environmental-health-engineering-msph-essay","182.850.01","SPECIAL STUDIES ENVIRONMENTAL HEALTH ENGINEERING MSPH ESSAY","Summer",NA
"http://www.jhsph.edu/courses/course/20671/2015/187.625.81/animals-in-research-law-policy-and-humane-sciences","187.625.81","ANIMALS IN RESEARCH: LAW, POLICY, AND HUMANE SCIENCES","Summer",NA
"http://www.jhsph.edu/courses/course/20630/2015/180.601.61/environmental-health","180.601.61","ENVIRONMENTAL HEALTH","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21383/2015/180.606.11/case-studies-in-food-production-and-public-health","180.606.11","CASE STUDIES IN FOOD PRODUCTION AND PUBLIC HEALTH","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21384/2015/180.607.11/climate-change-and-public-health","180.607.11","CLIMATE CHANGE AND PUBLIC HEALTH","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21387/2015/180.613.11/air-sampling-workshop","180.613.11","AIR SAMPLING WORKSHOP","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20640/2015/180.615.11/environmental-epidemiology","180.615.11","ENVIRONMENTAL EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21388/2015/180.617.11/aquaculture-seafood-and-public-health","180.617.11","AQUACULTURE, SEAFOOD, AND PUBLIC HEALTH","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21386/2015/180.656.11/risk-analysis-of-engineered-nanomaterials","180.656.11","RISK ANALYSIS OF ENGINEERED NANOMATERIALS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20137/2015/182.614.11/industrial-hygiene-laboratory","182.614.11","INDUSTRIAL HYGIENE LABORATORY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20721/2015/182.619.11/industrial-hygiene-laboratory-ii","182.619.11","INDUSTRIAL HYGIENE LABORATORY II","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20638/2015/182.640.11/food-and-water-borne-diseases","182.640.11","FOOD- AND WATER- BORNE DISEASES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21392/2015/183.631.11/fundamentals-of-human-physiology","183.631.11","FUNDAMENTALS OF HUMAN PHYSIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21385/2015/187.610.11/public-health-toxicology","187.610.11","PUBLIC HEALTH TOXICOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21409/2015/180.600.13/special-topics-in-health-and-human-rights-public-health-implications-of-health-as-a-human-right","180.600.13","SPECIAL TOPICS IN HEALTH AND HUMAN RIGHTS: PUBLIC HEALTH IMPLICATIONS OF HEALTH AS A HUMAN RIGHT","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/21416/2015/182.615.13/airborne-particles","182.615.13","AIRBORNE PARTICLES","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/21417/2015/182.621.13/introduction-to-ergonomics","182.621.13","INTRODUCTION TO ERGONOMICS","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/21411/2015/182.631.13/principles-of-occupational-safety","182.631.13","PRINCIPLES OF OCCUPATIONAL SAFETY","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/20773/2015/340.601.60/principles-of-epidemiology","340.601.60","PRINCIPLES OF EPIDEMIOLOGY","1st","MWF,  10:30-11:20am"
"http://www.jhsph.edu/courses/course/21540/2015/340.612.01/epidemiologic-basis-for-tuberculosis-control","340.612.01","EPIDEMIOLOGIC BASIS FOR TUBERCULOSIS CONTROL","1st","Tuesday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20915/2015/340.645.81/introduction-to-clinical-trials","340.645.81","INTRODUCTION TO CLINICAL TRIALS","1st",NA
"http://www.jhsph.edu/courses/course/20752/2015/340.646.01/epidemiology-and-public-health-impact-of-hiv-and-aids","340.646.01","EPIDEMIOLOGY AND PUBLIC HEALTH IMPACT OF HIV AND AIDS","1st","TuTh,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/20790/2015/340.654.81/epidemiology-and-natural-history-of-human-viral-infections","340.654.81","EPIDEMIOLOGY AND NATURAL HISTORY OF HUMAN VIRAL INFECTIONS","1st",NA
"http://www.jhsph.edu/courses/course/20910/2015/340.660.01/practical-skills-in-conducting-research-in-clinical-epidemiology-and-investigation","340.660.01","PRACTICAL SKILLS IN CONDUCTING RESEARCH IN CLINICAL EPIDEMIOLOGY AND INVESTIGATION","1st","TuTh,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/20996/2015/340.687.01/epidemiology-of-kidney-disease","340.687.01","EPIDEMIOLOGY OF KIDNEY DISEASE","1st","Thursday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22179/2015/340.696.01/spatial-analysis-i-arcgis","340.696.01","SPATIAL ANALYSIS I: ARCGIS","1st","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/22181/2015/340.721.60/epidemiologic-inference-in-public-health-i","340.721.60","EPIDEMIOLOGIC INFERENCE IN PUBLIC HEALTH I","1st","MW,  10:30-11:20am"
"http://www.jhsph.edu/courses/course/20949/2015/340.728.01/advanced-methods-for-design-and-analysis-of-cohort-studies","340.728.01","ADVANCED METHODS FOR  DESIGN AND ANALYSIS OF COHORT STUDIES","1st","TuTh,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/20771/2015/340.731.01/principles-of-genetic-epidemiology-1","340.731.01","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","1st","TuTh,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/20951/2015/340.731.81/principles-of-genetic-epidemiology-1","340.731.81","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","1st",NA
"http://www.jhsph.edu/courses/course/20914/2015/340.751.01/epidemiologic-methods-1","340.751.01","EPIDEMIOLOGIC METHODS ","1st","MWF,  8:30-9:50am"
"http://www.jhsph.edu/courses/course/20747/2015/340.800.01/mph-capstone-epidemiology","340.800.01","MPH CAPSTONE EPIDEMIOLOGY","1st",NA
"http://www.jhsph.edu/courses/course/20753/2015/340.810.01/field-placement-epidemiology","340.810.01","FIELD PLACEMENT EPIDEMIOLOGY","1st",NA
"http://www.jhsph.edu/courses/course/20799/2015/340.820.01/thesis-research-epidemiology","340.820.01","THESIS RESEARCH EPIDEMIOLOGY","1st",NA
"http://www.jhsph.edu/courses/course/20845/2015/340.830.01/postdoctoral-research-epidemiology","340.830.01","POSTDOCTORAL RESEARCH EPIDEMIOLOGY","1st",NA
"http://www.jhsph.edu/courses/course/20858/2015/340.840.01/special-studies-and-research-epidemiology","340.840.01","SPECIAL STUDIES AND RESEARCH EPIDEMIOLOGY","1st",NA
"http://www.jhsph.edu/courses/course/20954/2015/340.860.01/current-topics-in-epidemiologic-research","340.860.01","CURRENT TOPICS IN EPIDEMIOLOGIC RESEARCH","1st","Friday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20890/2015/340.863.01/doctoral-seminars-in-epidemiology","340.863.01","DOCTORAL SEMINARS IN EPIDEMIOLOGY","1st","Tuesday,  4:00-5:50pm"
"http://www.jhsph.edu/courses/course/20942/2015/340.871.01/welch-center-research-seminar","340.871.01","WELCH CENTER RESEARCH SEMINAR","1st","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20931/2015/340.895.01/mph-practicum-epidemiology","340.895.01","MPH PRACTICUM: EPIDEMIOLOGY","1st",NA
"http://www.jhsph.edu/courses/course/21321/2015/340.601.94/principles-of-epidemiology","340.601.94","PRINCIPLES OF EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21289/2015/340.608.01/observational-epidemiology","340.608.01","OBSERVATIONAL EPIDEMIOLOGY","2nd","MWF,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/21357/2015/340.608.60/observational-epidemiology","340.608.60","OBSERVATIONAL EPIDEMIOLOGY","2nd","MF,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/22168/2015/340.609.98/concepts-and-methods-in-infectious-disease-epidemiology","340.609.98","CONCEPTS AND METHODS IN INFECTIOUS DISEASE EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/20553/2015/340.611.01/methodologic-issues-in-cancer-epidemiology","340.611.01","METHODOLOGIC ISSUES IN CANCER EPIDEMIOLOGY","2nd","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21139/2015/340.620.01/principles-of-clinical-epidemiology","340.620.01","PRINCIPLES OF CLINICAL EPIDEMIOLOGY","2nd","Tuesday,  8:00-10:20am"
"http://www.jhsph.edu/courses/course/21061/2015/340.624.01/etiology-prevention-and-control-of-cancer","340.624.01","ETIOLOGY, PREVENTION, AND CONTROL OF CANCER","2nd","MWF,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21074/2015/340.627.01/epidemiology-of-infectious-diseases","340.627.01","EPIDEMIOLOGY OF INFECTIOUS DISEASES","2nd","MWF,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21230/2015/340.627.81/epidemiology-of-infectious-diseases","340.627.81","EPIDEMIOLOGY OF INFECTIOUS DISEASES","2nd",NA
"http://www.jhsph.edu/courses/course/21174/2015/340.640.01/eye-disease-epidemiology-and-control","340.640.01","EYE DISEASE: EPIDEMIOLOGY AND CONTROL","2nd","Tuesday,  3:30-4:20pm"
"http://www.jhsph.edu/courses/course/21279/2015/340.641.01/healthcare-epidemiology","340.641.01","HEALTHCARE EPIDEMIOLOGY","2nd","TuTh,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21229/2015/340.645.01/introduction-to-clinical-trials","340.645.01","INTRODUCTION TO CLINICAL TRIALS","2nd","MWF,  1:30-2:20pm"
"http://www.jhsph.edu/courses/course/21090/2015/340.646.81/epidemiology-and-public-health-impact-of-hiv-and-aids","340.646.81","EPIDEMIOLOGY AND PUBLIC HEALTH IMPACT OF HIV AND AIDS","2nd",NA
"http://www.jhsph.edu/courses/course/21049/2015/340.666.60/foundations-of-social-epidemiology","340.666.60","FOUNDATIONS OF SOCIAL EPIDEMIOLOGY","2nd","Tuesday,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21309/2015/340.682.01/pharmacoepidemiology-methods","340.682.01","PHARMACOEPIDEMIOLOGY METHODS","2nd","TuTh,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/22363/2015/340.682.81/pharmacoepidemiology-methods","340.682.81","PHARMACOEPIDEMIOLOGY METHODS","2nd",NA
"http://www.jhsph.edu/courses/course/22180/2015/340.697.01/spatial-analysis-ii-spatial-data-technologies","340.697.01","SPATIAL ANALYSIS II: SPATIAL DATA TECHNOLOGIES","2nd","Wednesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22204/2015/340.699.01/epidemiology-of-sensory-loss-in-aging","340.699.01","EPIDEMIOLOGY OF SENSORY LOSS IN AGING","2nd","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21062/2015/340.717.01/health-survey-research-methods","340.717.01","HEALTH SURVEY RESEARCH METHODS","2nd","TuTh,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22182/2015/340.722.60/epidemiologic-inference-in-public-health-ii","340.722.60","EPIDEMIOLOGIC INFERENCE IN PUBLIC HEALTH II","2nd","MF,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/21083/2015/340.732.01/principles-of-genetic-epidemiology-2","340.732.01","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","2nd","TuTh,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/22206/2015/340.732.81/principles-of-genetic-epidemiology-2","340.732.81","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","2nd",NA
"http://www.jhsph.edu/courses/course/21239/2015/340.744.01/advanced-topics-on-control-and-prevention-of-hiv-aids","340.744.01","ADVANCED TOPICS ON CONTROL AND PREVENTION OF HIV/AIDS","2nd","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21232/2015/340.752.01/epidemiologic-methods-2","340.752.01","EPIDEMIOLOGIC METHODS ","2nd","MWF,  8:30-9:50am"
"http://www.jhsph.edu/courses/course/22107/2015/340.770.01/public-health-surveillance","340.770.01","PUBLIC HEALTH SURVEILLANCE","2nd","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/21215/2015/340.800.01/mph-capstone-epidemiology","340.800.01","MPH CAPSTONE EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21076/2015/340.810.01/field-placement-epidemiology","340.810.01","FIELD PLACEMENT EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21068/2015/340.820.01/thesis-research-epidemiology","340.820.01","THESIS RESEARCH EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21087/2015/340.830.01/postdoctoral-research-epidemiology","340.830.01","POSTDOCTORAL RESEARCH EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21081/2015/340.840.01/special-studies-and-research-epidemiology","340.840.01","SPECIAL STUDIES AND RESEARCH EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21288/2015/340.860.01/current-topics-in-epidemiologic-research","340.860.01","CURRENT TOPICS IN EPIDEMIOLOGIC RESEARCH","2nd","Friday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21199/2015/340.863.01/doctoral-seminars-in-epidemiology","340.863.01","DOCTORAL SEMINARS IN EPIDEMIOLOGY","2nd","Tuesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21272/2015/340.871.01/welch-center-research-seminar","340.871.01","WELCH CENTER RESEARCH SEMINAR","2nd","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21258/2015/340.895.01/mph-practicum-epidemiology","340.895.01","MPH PRACTICUM: EPIDEMIOLOGY","2nd",NA
"http://www.jhsph.edu/courses/course/21728/2015/340.601.81/principles-of-epidemiology","340.601.81","PRINCIPLES OF EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/21476/2015/340.606.01/systematic-reviews-and-meta-analysis","340.606.01","SYSTEMATIC REVIEWS AND META-ANALYSIS","3rd","MWF,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21549/2015/340.607.01/introduction-to-cardiovascular-disease-epidemiology","340.607.01","INTRODUCTION TO CARDIOVASCULAR DISEASE EPIDEMIOLOGY","3rd","MWF,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21681/2015/340.609.01/concepts-and-methods-in-infectious-disease-epidemiology","340.609.01","CONCEPTS AND METHODS IN INFECTIOUS DISEASE EPIDEMIOLOGY","3rd","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/20919/2015/340.612.81/epidemiologic-basis-for-tuberculosis-control","340.612.81","EPIDEMIOLOGIC BASIS FOR TUBERCULOSIS CONTROL","3rd",NA
"http://www.jhsph.edu/courses/course/21682/2015/340.633.01/data-management-in-clinical-trials","340.633.01","DATA MANAGEMENT IN CLINICAL TRIALS","3rd","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21670/2015/340.645.81/introduction-to-clinical-trials","340.645.81","INTRODUCTION TO CLINICAL TRIALS","3rd",NA
"http://www.jhsph.edu/courses/course/21449/2015/340.654.01/epidemiology-and-natural-history-of-human-viral-infections","340.654.01","EPIDEMIOLOGY AND NATURAL HISTORY OF HUMAN VIRAL INFECTIONS","3rd","MWF,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21708/2015/340.683.01/human-rights-in-public-health-practice","340.683.01","HUMAN RIGHTS IN  PUBLIC HEALTH PRACTICE","3rd","Friday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21732/2015/340.684.01/pharmacoepidemiology-drug-utilization","340.684.01","PHARMACOEPIDEMIOLOGY: DRUG UTILIZATION","3rd","TuTh,  8:30-9:50am"
"http://www.jhsph.edu/courses/course/22374/2015/340.684.81/pharmacoepidemiology-drug-utilization","340.684.81","PHARMACOEPIDEMIOLOGY: DRUG UTILIZATION","3rd",NA
"http://www.jhsph.edu/courses/course/21738/2015/340.694.81/power-and-sample-size-for-the-design-of-epidemiological-studies","340.694.81","POWER AND SAMPLE SIZE FOR THE DESIGN OF EPIDEMIOLOGICAL STUDIES","3rd",NA
"http://www.jhsph.edu/courses/course/21636/2015/340.705.01/advanced-seminar-in-social-epidemiology","340.705.01","ADVANCED SEMINAR IN SOCIAL EPIDEMIOLOGY","3rd","TuTh,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22189/2015/340.721.81/epidemiologic-inference-in-public-health-i","340.721.81","EPIDEMIOLOGIC INFERENCE IN PUBLIC HEALTH I","3rd",NA
"http://www.jhsph.edu/courses/course/21493/2015/340.733.01/principles-of-genetic-epidemiology-3","340.733.01","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","3rd","TuTh,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/21633/2015/340.744.81/advanced-topics-on-control-and-prevention-of-hiv-aids","340.744.81","ADVANCED TOPICS ON CONTROL AND PREVENTION OF HIV/AIDS","3rd",NA
"http://www.jhsph.edu/courses/course/21624/2015/340.753.01/epidemiologic-methods-3","340.753.01","EPIDEMIOLOGIC METHODS ","3rd","MWF,  8:30-9:50am"
"http://www.jhsph.edu/courses/course/21720/2015/340.769.01/professional-epidemiology-methods","340.769.01","PROFESSIONAL EPIDEMIOLOGY METHODS","3rd","MW,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/21604/2015/340.800.01/mph-capstone-epidemiology","340.800.01","MPH CAPSTONE EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/21452/2015/340.810.01/field-placement-epidemiology","340.810.01","FIELD PLACEMENT EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/21501/2015/340.820.01/thesis-research-epidemiology","340.820.01","THESIS RESEARCH EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/21550/2015/340.830.01/postdoctoral-research-epidemiology","340.830.01","POSTDOCTORAL RESEARCH EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/21465/2015/340.840.01/special-studies-and-research-epidemiology","340.840.01","SPECIAL STUDIES AND RESEARCH EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/21671/2015/340.860.01/current-topics-in-epidemiologic-research","340.860.01","CURRENT TOPICS IN EPIDEMIOLOGIC RESEARCH","3rd","Friday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22377/2015/340.861.81/clinical-trials-procedures-design-and-interpretation-of-results","340.861.81","CLINICAL TRIALS: PROCEDURES, DESIGN, AND INTERPRETATION OF RESULTS","3rd",NA
"http://www.jhsph.edu/courses/course/21454/2015/340.863.01/doctoral-seminars-in-epidemiology","340.863.01","DOCTORAL SEMINARS IN EPIDEMIOLOGY","3rd","Tuesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21655/2015/340.871.01/welch-center-research-seminar","340.871.01","WELCH CENTER RESEARCH SEMINAR","3rd","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21644/2015/340.895.01/mph-practicum-epidemiology","340.895.01","MPH PRACTICUM: EPIDEMIOLOGY","3rd",NA
"http://www.jhsph.edu/courses/course/22103/2015/340.600.01/stata-programming","340.600.01","STATA PROGRAMMING","4th","Thursday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21783/2015/340.608.81/observational-epidemiology","340.608.81","OBSERVATIONAL EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21945/2015/340.616.01/epidemiology-of-aging","340.616.01","EPIDEMIOLOGY OF AGING","4th","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/23061/2015/340.616.81/epidemiology-of-aging","340.616.81","EPIDEMIOLOGY OF AGING","4th",NA
"http://www.jhsph.edu/courses/course/21989/2015/340.639.01/assessing-epidemiologic-impact-of-human-rights-violations","340.639.01","ASSESSING EPIDEMIOLOGIC IMPACT OF HUMAN RIGHTS VIOLATIONS","4th","TuTh,  1:30-2:20pm"
"http://www.jhsph.edu/courses/course/22001/2015/340.644.01/epidemiology-of-diabetes-and-obesity","340.644.01","EPIDEMIOLOGY OF DIABETES AND OBESITY ","4th","Tuesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22012/2015/340.648.01/clinical-trials-management","340.648.01","CLINICAL TRIALS MANAGEMENT","4th","TuTh,  2:00-3:20pm"
"http://www.jhsph.edu/courses/course/21372/2015/340.651.01/emerging-infections","340.651.01","EMERGING INFECTIONS","4th","Wednesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21930/2015/340.653.01/epidemiologic-inference-in-outbreak-investigations","340.653.01","EPIDEMIOLOGIC INFERENCE IN OUTBREAK INVESTIGATIONS","4th","TuTh,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/22129/2015/340.666.81/foundations-of-social-epidemiology","340.666.81","FOUNDATIONS OF SOCIAL EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/22000/2015/340.677.01/infectious-disease-dynamics-theoretical-and-computational-approaches","340.677.01","INFECTIOUS DISEASE DYNAMICS: THEORETICAL AND COMPUTATIONAL APPROACHES","4th","MF,  3:30-4:50pm"
